Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_TS,Pickup_TS,Return_TS,City,Payment,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan,Driver_License,Notes,Customer_Feedback
RES-00106,C1815,CAR-22,SUV,2026-02-10 21:38,2026/02/11 18:38,2026-02-13 13:38,HYD,card,16404km,"17,248 km",93 %,22.951953,74.8175,64,3,0,1200/day,,60.0,1260.0,eco,INVALID,,good service
RES-00107,C6655,CAR-14,SUV,2026-03-18 23:26,19-03-2026 14:26,2026-03-25 05:26,kolkata,cash,"56,932 km",57395km,83%,25.424024,74.51,154 kmh,0,0,1000/day,SAVE10,,1050.0,standard,INVALID,,good service
RES-00108,C1125, CAR-07,Compact,2026-03-27 01:02,2026-03-27 09:02,2026-04-02 22:02,mumbai,Card,"24,821 km","24,923 km",0.69,22.29,77.98,158 kmh,0,1,₹1200/day,DISC15,,1260.0,eco,DL12345,scratch on door,email test@gmail.com
RES-00109,C7229,car-18,SUV,2026-02-10 10:00,2026-02-11 03:00:00,2026-02-13 03:00,BENGALURU,wallet,13099,"13,113km",7%,18.03,85.467,165 kmh,5,0,1500,DISC15,75.0,1575.0,premium,DL12345,scratch on door,
RES-00110,C7626,CAR-23 ,SUV,2026-01-04 06:01,2026-01-06 13:01:00,2026-01-10 01:01,BENGALURU,UPI,13387,"14,449 km",0.4,21.269874,84.99,120 kmh,6,0,"₹ 3,000 /day",,150.0,3150.0,standard,DL12345,scratch on door,good service
RES-00111,C2443,CAR-14,Compact,2026-02-09 06:51,11/02/2026 05:51,2026-02-18 17:51,HYD,cash,100283km,"101,939 km",0.2,22.4142,79.447571,124 kmh,2,0,1200,SAVE10,,1260.0,premium,,scratch on door,email test@gmail.com
RES-00112,C3754,CAR 03,Economy,2026-01-09 17:55,11-01-2026 12:55,2026-01-14 00:55,Chennai,Card,"42,961km","43,874 km",85%,21.839,75.132987,84,0,0,1000,BOGUS99,,1050.0,premium,,Contact Rahul 9876543210,
RES-00113,C4232,CAR 06,Compact,2026-02-13 14:52,2026-02-14 23:52,2026-02-16 16:52,Kolkata,upi,70398,"71,284 km",73 %,14.8287,82.3696,44,6,1,1200,BOGUS99,60.0,1260.0,eco,DL12345,scratch on door,email test@gmail.com
RES-00114,C6179,CAR-05 ,Economy,2026-03-20 21:29,22/03/2026 15:29,2026-03-27 13:29,HYD,wallet,25987,"27,131km",72%,18.51,84.754457,43,1,0,2000/day,,100.0,2100.0,eco,DL12345,scratch on door,
RES-00115,C8565,CAR-15,Economy,2026-02-06 16:37,2026/02/08 08:37,2026-02-09 06:37,delhi,UPI,"93,496km","93,739 km",0.6,22.0672,82.12,61,1,0,₹800/day,SAVE10,40.0,840.0,premium,DL12345,scratch on door,good service
RES-00116,C1672,CAR 15,Compact,2026-03-21 03:39,24/03/2026 02:39,2026-03-29 04:39,delhi,cash,94647km,"95,652 km",0.39,18.056813,80.2691,152 kmh,3,0,3000,DISC15,,3150.0,standard,INVALID,,good service
RES-00117,C9266,car-21,Economy,2026-01-19 14:28,2026/01/20 01:28,2026-01-23 20:28,mumbai,card,70271,70452km,85%,12.640678,75.9175,89,4,1,2500/day,BOGUS99,125.0,2625.0,premium,DL12345,,email test@gmail.com
RES-00118,C7697, CAR-25,Economy,2026-03-07 14:39,2026-03-09 16:39,2026-03-12 20:39,kolkata,UPI,"79,003 km",80872km,0.88,16.1544,81.591011,174 kmh,3,1,1000/day,SAVE10,50.0,1050.0,eco,DL12345,Contact Rahul 9876543210,
RES-00119,C6461,CAR 03,Compact,2026-02-11 07:35,2026-02-12 03:35:00,2026-02-20 00:35,delhi,wallet,32353,"32,622 km",0.8,22.55,84.8232,66,2,0,2500/day,BOGUS99,125.0,2625.0,premium,INVALID,,email test@gmail.com
RES-00120,C7171, CAR-21,Compact,2026-03-30 05:25,2026-03-31 21:25,2026-04-01 22:25,Kolkata,wallet,"73,654 km","73,594km",79 %,14.6187,78.29,67,6,0,2000/day,BOGUS99,100.0,2100.0,premium,INVALID,scratch on door,good service
RES-00121,C6598,CAR-25 ,Compact,2026-03-26 09:32,27-03-2026 13:79,2026-03-29 15:32,Mumbai,upi,13337,14996,22 %,15.53,79.8241,145 kmh,6,0,"₹ 1,000 /day",,50.0,1050.0,eco,INVALID,scratch on door,
RES-00122,C1618, CAR-22,Compact,2026-01-07 13:54,2026/01/10 09:54,2026-01-16 07:54,CHENNAI,upi,"85,425km",86396,0.3,14.5559,85.026335,165 kmh,6,0,2000,,100.0,2100.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-00123,C1715, CAR-14,Compact,2026-01-18 20:53,21/01/2026 05:53,2026-01-23 03:53,HYD,wallet,"7,841 km","8,479km",0.18,27.5311,77.231857,99,1,0,1200/day,SAVE10,60.0,1260.0,eco,INVALID,,
RES-00124,C7026,CAR 22,Luxury,2026-02-26 06:34,2026-02-27 07:34,2026-03-04 11:34,HYD,card,"118,556km","119,429km",0.76,21.56,83.835121,159 kmh,4,0,1500/day,BOGUS99,75.0,1575.0,standard,DL12345,Contact Rahul 9876543210,good service
RES-00125,C5096,CAR-02 ,SUV,2026-03-05 22:26,2026-03-06 16:26,2026-03-13 06:26,Chennai,wallet,"38,738 km",40150km,87%,16.818588,77.94,51,2,0,"₹ 1,000 /day",SAVE10,,1050.0,premium,,,
RES-00126,C9410,CAR-05 ,Economy,2026-03-05 17:18,2026/03/08 03:18,2026-03-11 04:18,mumbai,Card,"65,485 km",66621,71 %,27.559452,81.08,127 kmh,5,0,₹2000/day,BOGUS99,100.0,2100.0,standard,INVALID,,email test@gmail.com
RES-00127,C2337,car-12,Economy,2026-01-02 11:03,2026-01-04 13:03:00,2026-01-07 05:03,Delhi,wallet,65156km,"65,215 km",67 %,19.244537,85.45,89,3,0,2000,,100.0,2100.0,eco,DL12345,Contact Rahul 9876543210,
RES-00128,C3273,CAR-25 ,Luxury,2026-03-22 21:50,2026-03-25 10:50,2026-03-28 15:50,Chennai,UPI,95887,96011,71%,23.4843,79.811803,120 kmh,1,0,1200/day,DISC15,,1260.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-00129,C7934, CAR-04,Compact,2025-12-31 12:13,2026-01-03 08:13,2026-01-11 06:13,Delhi,UPI,"87,593km",88052km,86%,13.81,86.13,41,5,1,1500/day,SAVE10,75.0,1575.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-00130,C9782,CAR 01,Compact,2026-01-28 21:40,31/01/2026 13:40,2026-02-01 21:40,Kolkata,Card,43296,44336km,0.17,27.89,78.7658,156 kmh,0,1,1500/day,,75.0,1575.0,standard,DL12345,scratch on door,
RES-00131,C2402, CAR-17,Economy,2026-02-23 00:39,24-02-2026 00:39,2026-02-28 14:39,Chennai,card,"26,808km","28,740km",56%,23.157,72.1396,163 kmh,4,0,1500,BOGUS99,75.0,1575.0,standard,,scratch on door,good service
RES-00132,C6850,CAR-26,SUV,2026-03-01 22:40,2026-03-02 01:40:00,2026-03-04 21:40,Mumbai,cash,61998,"63,803km",18 %,21.09,73.82,136 kmh,6,0,3000,BOGUS99,150.0,3150.0,eco,INVALID,scratch on door,email test@gmail.com
RES-00133,C8612,CAR-23 ,Compact,2026-02-11 05:02,12-02-2026 04:02,2026-02-19 04:02,Mumbai,wallet,"78,914 km","80,829 km",10%,26.3828,78.2641,62,4,0,2500,,125.0,2625.0,eco,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-00134,C6170, CAR-30,Luxury,2026-02-27 19:18,2026-02-28 01:18,2026-03-02 08:18,CHENNAI,Card,"33,408 km",35366,53 %,22.21,76.5095,124 kmh,3,0,₹2000/day,DISC15,100.0,2100.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-00135,C5476, CAR-04,Luxury,2026-01-04 01:12,05-01-2026 20:12,2026-01-06 12:12,HYD,card,71711,72417km,25%,16.391047,75.4759,140 kmh,4,0,1200,SAVE10,60.0,1260.0,standard,INVALID,,email test@gmail.com
RES-00136,C2353,CAR-24 ,Economy,2026-02-11 18:31,2026-02-13 05:31:00,2026-02-18 21:31,Hyderabad,cash,"30,832km",30928,0.1,16.51,79.7929,75,0,1,1000,DISC15,,1050.0,standard,DL12345,,good service
RES-00137,C8305,CAR-20 ,Compact,2026-02-05 18:06,2026/02/07 10:06,2026-02-10 17:06,kolkata,Card,"9,876 km","10,202km",0.80,19.74,78.97,153 kmh,3,1,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco,INVALID,scratch on door,good service
RES-00138,C1939,CAR-03 ,SUV,2026-02-25 13:46,27-02-2026 01:46,2026-03-03 20:46,Chennai,UPI,"60,364km","60,605km",59 %,21.26628,80.34106,130 kmh,0,0,2500/day,SAVE10,,2625.0,premium,DL12345,scratch on door,
RES-00139,C6933,CAR 13,Economy,2026-01-17 20:43,2026-01-19 19:64:64,2026-01-22 11:43,Chennai,wallet,119004,119099km,87 %,15.0335,82.3,142 kmh,2,0,2500,BOGUS99,,2625.0,standard,,scratch on door,email test@gmail.com
RES-00140,C9674,CAR-12 ,SUV,2026-02-26 17:23,2026-02-27 11:23:00,2026-03-05 17:23,kolkata,upi,97482km,97799km,0.28,16.5166,78.4,149 kmh,2,1,₹ 800 /day,,40.0,840.0,standard,DL12345,,
RES-00141,C2929, CAR-09,Luxury,2026-01-12 00:47,2026-01-15 00:47,2026-01-19 07:47,mumbai,wallet,10677,"10,823km",0.6,20.768848,85.9,92,0,0,3000,,150.0,3150.0,premium,DL12345,scratch on door,
RES-00142,C8292, CAR-03,SUV,2026-03-03 07:07,2026-03-04 06:07,2026-03-09 05:07,Kolkata,cash,"108,375km",109440km,0.2,24.0632,81.480432,136 kmh,0,0,₹1200/day,BOGUS99,60.0,1260.0,standard,DL12345,scratch on door,
RES-00143,C6922,car-17,Economy,2026-03-10 10:57,11-03-2026 09:57,2026-03-19 03:57,Mumbai,upi,111300km,112822,21 %,18.82,72.070691,69,0,1,1500/day,DISC15,75.0,1575.0,eco,INVALID,Contact Rahul 9876543210,good service
RES-00144,C3126,CAR-20,Economy,2026-03-02 01:23,05/03/2026 00:23,2026-03-10 03:23,delhi,wallet,"78,964 km","80,866km",0.89,20.889118,85.5138,150 kmh,3,0,"₹ 2,000 /day",BOGUS99,100.0,2100.0,standard,DL12345,Contact Rahul 9876543210,good service
RES-00145,C6194,CAR-21,Luxury,2026-03-02 23:26,2026-03-03 16:26:00,2026-03-04 14:26,HYD,upi,20842,22651km,0.3,22.4396,75.174713,120 kmh,0,0,"₹ 2,500 /day",,,2625.0,eco,DL12345,scratch on door,
RES-00146,C9238,CAR-30,Economy,2026-03-10 12:37,2026-03-12 20:37,2026-03-14 09:37,Chennai,Card,14592,14700km,0.73,16.7233,79.821757,142 kmh,6,0,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium,INVALID,Contact Rahul 9876543210,
RES-00147,C2292,car-09,SUV,2026-01-20 16:20,2026-01-22 05:20,2026-01-27 21:20,mumbai,cash,"66,558km","66,760 km",0.8,13.7334,83.3564,169 kmh,3,0,"₹ 2,500 /day",,,2625.0,premium,INVALID,scratch on door,good service
RES-00148,C3804,CAR 22,SUV,2026-03-09 06:32,2026-03-10 02:32,2026-03-16 10:32,Chennai,UPI,"58,309km",57987km,0.74,16.6012,72.257244,85,1,0,3000,BOGUS99,150.0,3150.0,premium,DL12345,scratch on door,good service
RES-00149,C1496,CAR 16,SUV,2026-01-08 19:41,11/01/2026 01:41,2026-01-13 10:41,kolkata,card,23141km,"24,532km",0.73,27.32,74.03,124 kmh,1,1,2000/day,DISC15,100.0,2100.0,standard,,,
RES-00150,C3589,CAR-15 ,Luxury,2026-02-01 13:25,01-02-2026 21:25,2026-02-09 09:25,Hyderabad,Card,97198,"97,235km",0.39,18.74,77.353199,77,2,0,₹2500/day,DISC15,,2625.0,standard,INVALID,scratch on door,good service
RES-00151,C3142, CAR-25,Economy,2026-03-17 00:20,19-03-2026 04:20,2026-03-23 00:20,Delhi,card,102677km,"104,124km",12%,12.49,74.1528,75,5,0,₹2000/day,DISC15,100.0,2100.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-00152,C7293,CAR 28,Luxury,2026-01-14 18:28,2026-01-16 08:28,2026-01-17 00:28,Mumbai,Card,115715km,116684km,62 %,16.624358,83.4197,71,4,0,2500/day,DISC15,125.0,2625.0,standard,DL12345,scratch on door,email test@gmail.com
RES-00153,C8648, CAR-16,Luxury,2026-03-13 05:20,2026-03-15 23:20,2026-03-21 10:20,Bengaluru,card,"19,129 km",19719,0.5,15.879456,80.0857,144 kmh,5,0,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard,INVALID,Contact Rahul 9876543210,
RES-00154,C5609,CAR 16,Luxury,2026-03-06 07:15,2026-03-06 14:15,2026-03-07 06:15,Delhi,UPI,"111,471km",111355km,0.1,18.77,84.46,145 kmh,2,1,1000,DISC15,50.0,1050.0,standard,DL12345,scratch on door,good service
RES-00155,C6995,CAR-02 ,Economy,2026-02-23 00:56,25-02-2026 04:56,2026-03-05 11:56,Chennai,Card,"26,816 km","28,301 km",17%,23.027298,82.8,154 kmh,5,0,₹800/day,BOGUS99,40.0,840.0,premium,INVALID,scratch on door,email test@gmail.com
RES-00156,C5582,CAR 27,Economy,2026-03-09 10:04,2026-03-12 09:04:00,2026-03-20 16:04,Mumbai,card,"16,319 km",16951,41%,21.427652,84.251,53,3,0,2000,BOGUS99,,2100.0,eco,DL12345,Contact Rahul 9876543210,
RES-00157,C7576,CAR-17,Economy,2026-02-14 16:35,17-02-2026 10:35,2026-02-19 16:35,blr,wallet,57513km,59477km,74 %,26.377607,86.5532,78,6,0,1000,DISC15,50.0,1050.0,standard,INVALID,Contact Rahul 9876543210,
RES-00158,C6373,CAR 30,SUV,2026-02-11 21:33,2026-02-12 15:33:00,2026-02-18 06:33,mumbai,cash,"16,719 km",18586km,74%,20.84871,73.82,180 kmh,6,1,₹2500/day,DISC15,125.0,2625.0,eco,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-00159,C5911,CAR-16,SUV,2026-02-06 03:21,08/02/2026 18:21,2026-02-14 14:21,Delhi,card,10879km,11244,98 %,13.031503,86.092499,88,4,0,₹800/day,SAVE10,40.0,840.0,eco,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00160,C1841,CAR-19 ,Compact,2026-03-15 03:50,2026/03/16 09:50,2026-03-19 08:50,CHENNAI,upi,"11,470km","13,371km",0.3,13.4163,78.30253,98,4,0,"₹ 1,500 /day",,75.0,1575.0,standard,INVALID,,
RES-00161,C1310, CAR-15,Luxury,2026-03-28 06:02,29/03/2026 07:02,2026-03-30 15:02,mumbai,wallet,"23,393 km",23683,46 %,24.476957,87.7023,120 kmh,5,0,3000,BOGUS99,150.0,3150.0,premium,,Contact Rahul 9876543210,
RES-00162,C3262,car-17,SUV,2026-01-27 05:32,27/01/2026 13:32,2026-02-04 13:32,kolkata,cash,14653,16359km,0.13,12.133872,78.92,148 kmh,1,0,1500/day,,75.0,1575.0,eco,INVALID,,
RES-00163,C6804, CAR-22,Luxury,2026-02-15 12:11,2026-02-18 10:11:00,2026-02-22 05:11,Mumbai,Card,78098km,"79,305km",0.76,19.5899,83.7351,81,3,0,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard,,Contact Rahul 9876543210,
RES-00164,C9011,CAR-11 ,SUV,2026-03-12 06:14,13-03-2026 09:14,2026-03-21 01:14,CHENNAI,Card,"60,986km","61,976km",0.1,25.92,82.531233,133 kmh,1,0,₹2500/day,,125.0,2625.0,premium,DL12345,Contact Rahul 9876543210,
RES-00165,C3399,CAR-10,SUV,2026-01-14 21:43,16/01/2026 18:43,2026-01-21 03:43,Kolkata,Card,"76,401 km","77,488 km",0.7,26.065565,74.5834,51,1,0,₹3000/day,SAVE10,150.0,3150.0,eco,DL12345,,email test@gmail.com
RES-00166,C5450,CAR-05,Compact,2026-02-25 09:16,2026-02-26 20:16:00,2026-03-04 17:16,Mumbai,wallet,"61,656 km",62556km,0.8,22.3,87.1936,50,3,0,"₹ 1,500 /day",,,1575.0,standard,,scratch on door,good service
RES-00167,C8739,car-04,Economy,2026-03-07 12:40,2026-03-09 07:40,2026-03-13 20:40,Chennai,card,"81,124 km",82329km,35 %,17.4624,79.68,140 kmh,3,0,₹2000/day,DISC15,100.0,2100.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-00168,C5676,CAR-21,Economy,2026-03-23 21:30,2026-03-25 15:30,2026-03-28 20:30,Kolkata,cash,8268,"9,402 km",92 %,12.47,86.6953,169 kmh,0,0,2000/day,SAVE10,100.0,2100.0,standard,INVALID,scratch on door,good service
RES-00169,C9116, CAR-06,Economy,2026-01-03 02:26,2026-01-05 05:26,2026-01-05 18:26,bangalore,cash,"48,209 km",49207km,23 %,25.8784,84.822918,74,5,0,"₹ 1,200 /day",DISC15,60.0,1260.0,standard,,,email test@gmail.com
RES-00170,C9590,car-16,Luxury,2026-03-16 05:59,19-03-2026 03:59,2026-03-26 03:59,Delhi,UPI,115298,"115,939 km",9%,23.49,76.190244,85,4,0,1000/day,SAVE10,,1050.0,standard,,scratch on door,good service
RES-00171,C1230, CAR-24,SUV,2026-02-11 05:46,2026-02-12 05:46:00,2026-02-20 00:46,Chennai,upi,"78,554km","80,274 km",0.38,22.28,81.43,47,2,0,"₹ 2,500 /day",DISC15,125.0,2625.0,eco,INVALID,scratch on door,
RES-00172,C2421,CAR-13,Compact,2026-03-19 02:57,2026-03-20 20:57:00,2026-03-26 11:57,mumbai,Card,"13,363 km","14,691km",84 %,14.73,78.424003,78,1,0,"₹ 2,000 /day",,100.0,2100.0,standard,,scratch on door,email test@gmail.com
RES-00173,C6400,CAR 10,Economy,2026-01-30 13:16,2026-02-01 00:16:00,2026-02-09 04:16,delhi,wallet,"34,761 km","36,513 km",0.6,14.69,72.2182,80,1,0,2000/day,SAVE10,100.0,2100.0,eco,,Contact Rahul 9876543210,email test@gmail.com
RES-00174,C9233, CAR-30,Economy,2026-01-28 21:42,2026/01/31 01:42,2026-02-01 21:42,kolkata,Card,"107,956km",108319km,67 %,23.227984,79.22,180 kmh,0,0,₹2000/day,DISC15,100.0,2100.0,standard,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00175,C7813,CAR 23,Luxury,2026-03-18 07:14,2026-03-20 07:14,2026-03-25 07:14,Chennai,upi,69856,71676,0.1,27.136593,77.8797,169 kmh,2,0,₹2000/day,BOGUS99,,2100.0,premium,DL12345,,
RES-00176,C2279,CAR 30,Economy,2026-03-27 20:55,2026/03/29 19:55,2026-04-04 14:55,blr,cash,99419km,100208,52 %,16.0504,75.5019,124 kmh,3,0,2500,DISC15,125.0,2625.0,eco,,Contact Rahul 9876543210,
RES-00177,C4365,CAR 23,Luxury,2026-03-09 13:10,10-03-2026 04:10,2026-03-15 01:10,BENGALURU,UPI,76954km,78062,0.45,24.584782,83.86,180 kmh,5,1,3000,SAVE10,150.0,3150.0,eco,INVALID,,email test@gmail.com
RES-00178,C8575, CAR-22,Economy,2026-02-25 04:32,2026-02-28 04:32:00,2026-02-28 22:32,HYD,UPI,"61,224km",62524km,0.5,27.6582,80.28,121 kmh,3,0,₹2500/day,SAVE10,125.0,2625.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-00179,C9866,CAR-02,Luxury,2026-01-28 09:04,2026/01/28 18:04,2026-02-05 09:04,bangalore,card,73750,73480km,0.91,24.370233,78.536211,133 kmh,2,0,₹1200/day,,,1260.0,eco,DL12345,Contact Rahul 9876543210,
RES-00180,C7184,CAR-13,Compact,2026-01-21 18:49,2026-01-24 04:49:00,2026-01-28 09:49,kolkata,UPI,119198,"120,700 km",62 %,12.380467,84.6471,123 kmh,5,0,800,SAVE10,40.0,840.0,eco,INVALID,Contact Rahul 9876543210,good service
RES-00181,C1372,CAR-10 ,Luxury,2026-01-23 16:25,23/01/2026 17:25,2026-01-26 06:25,CHENNAI,upi,83103km,"83,471 km",43%,19.3262,74.755445,88,5,0,₹ 800 /day,DISC15,,840.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-00182,C1527,CAR-26 ,Economy,2026-01-31 23:22,2026-02-01 14:22,2026-02-09 11:22,Mumbai,UPI,63567km,64042,52 %,22.159,82.671269,40,0,0,3000,SAVE10,150.0,3150.0,eco,INVALID,,email test@gmail.com
RES-00183,C5009,CAR-24,Luxury,2026-01-13 12:02,2026-01-13 19:02:00,2026-01-21 11:02,Hyderabad,cash,23049,"23,745 km",0.38,23.026043,72.0778,41,4,0,800/day,DISC15,,840.0,eco,DL12345,scratch on door,email test@gmail.com
RES-00184,C6253, CAR-08,Compact,2026-01-26 08:08,28/01/2026 01:08,2026-01-30 16:08,Kolkata,card,45848km,"46,287km",89 %,24.348459,82.76,134 kmh,4,0,₹ 800 /day,,40.0,840.0,eco,INVALID,Contact Rahul 9876543210,
RES-00185,C7999,CAR-18 ,Economy,2026-02-07 09:03,08/02/2026 08:03,2026-02-16 08:03,delhi,cash,"29,653 km","29,824 km",0.74,15.824,81.2177,130 kmh,2,0,2000/day,,100.0,2100.0,eco,DL12345,,email test@gmail.com
RES-00186,C9813,car-16,Compact,2026-02-09 22:26,2026-02-10 22:26:00,2026-02-15 02:26,Delhi,card,"65,387km",67070km,56 %,13.78,80.3772,54,4,0,2500,,125.0,2625.0,premium,,,email test@gmail.com
RES-00187,C4978,car-09,SUV,2026-01-06 15:26,2026-01-08 17:26:00,2026-01-10 07:26,Kolkata,card,"50,686km","51,295 km",13%,21.3536,73.5003,177 kmh,2,0,"₹ 2,000 /day",BOGUS99,100.0,2100.0,premium,INVALID,scratch on door,good service
RES-00188,C2192,CAR 07,Compact,2026-02-16 20:34,2026-02-17 02:34,2026-02-21 06:34,Hyderabad,Card,"45,981 km","47,538km",0.70,19.582501,85.5232,69,3,0,₹2000/day,DISC15,100.0,2100.0,eco,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00189,C4974,CAR 23,Compact,2026-02-05 10:13,2026-02-08 00:13,2026-02-09 10:13,Hyderabad,cash,"55,498 km",55703,0.2,17.9928,83.506269,168 kmh,2,0,2000/day,BOGUS99,100.0,2100.0,standard,DL12345,Contact Rahul 9876543210,good service
RES-00190,C5285,CAR 12,Luxury,2026-02-09 17:24,2026-02-11 09:24:00,2026-02-15 08:24,Hyderabad,wallet,"27,780 km","29,332km",0.5,14.55654,81.94,67,0,1,₹1500/day,SAVE10,75.0,1575.0,premium,INVALID,Contact Rahul 9876543210,good service
RES-00191,C4625,car-24,Economy,2026-03-02 04:58,2026-03-02 10:58,2026-03-06 23:58,delhi,Card,114085km,114978,80%,18.9732,87.0564,122 kmh,5,1,₹3000/day,DISC15,150.0,3150.0,standard,DL12345,Contact Rahul 9876543210,
RES-00192,C6530,CAR-09 ,Luxury,2026-01-17 14:21,2026-01-20 06:21,2026-01-23 00:21,Hyderabad,wallet,112676km,"113,894km",0.9,15.64,87.16,57,6,1,1200,,60.0,1260.0,standard,INVALID,,
RES-00193,C9584,CAR-02,Economy,2026-02-14 21:08,15/02/2026 05:08,2026-02-21 03:08,BENGALURU,upi,77883,"78,979 km",34 %,22.4,74.323995,135 kmh,2,0,1000/day,,50.0,1050.0,premium,INVALID,,email test@gmail.com
RES-00194,C1990,CAR 20,Luxury,2026-03-20 07:04,2026-03-22 07:92,2026-03-27 07:04,kolkata,UPI,11055km,"12,824 km",0.58,16.0856,77.789,144 kmh,1,1,₹ 800 /day,BOGUS99,40.0,840.0,premium,DL12345,scratch on door,good service
RES-00195,C9777,CAR-10,Luxury,2025-12-31 05:35,2026-01-01 17:93:93,2026-01-09 13:35,Mumbai,UPI,"84,905 km",85045,36 %,15.11,80.341397,161 kmh,1,0,"₹ 2,500 /day",DISC15,125.0,2625.0,eco,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00196,C5379,CAR-26 ,Economy,2026-03-07 06:15,2026-03-09 04:15,2026-03-12 00:15,delhi,card,"85,614 km",86386km,0.8,19.738306,82.2803,41,5,1,₹1200/day,,,1260.0,premium,INVALID,scratch on door,good service
RES-00197,C2531,CAR-13 ,Luxury,2026-03-14 02:44,2026-03-14 07:44,2026-03-15 07:44,CHENNAI,UPI,20032km,"21,984km",49 %,24.9424,75.42,127 kmh,1,1,3000/day,DISC15,,3150.0,standard,DL12345,,good service
RES-00198,C2562,CAR 29,Economy,2026-03-21 05:44,2026-03-23 00:44,2026-03-27 19:44,Mumbai,wallet,15928km,17460km,0.53,13.567204,75.93897,124 kmh,3,0,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco,DL12345,Contact Rahul 9876543210,
RES-00199,C9897,CAR-19,Compact,2026-03-13 03:17,2026/03/14 15:17,2026-03-22 02:17,Delhi,upi,"94,049 km",95002,0.51,21.038081,79.22,161 kmh,2,1,"₹ 3,000 /day",,150.0,3150.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-00200,C4939,CAR-19 ,SUV,2026-03-16 07:48,2026-03-17 04:48:00,2026-03-20 12:48,Hyderabad,wallet,102056km,"103,333 km",13 %,16.39,72.17,128 kmh,5,1,₹ 800 /day,DISC15,40.0,840.0,standard,,scratch on door,email test@gmail.com
RES-00201,C2245,CAR 11,Luxury,2026-01-10 10:47,11-01-2026 16:47,2026-01-16 11:47,Delhi,wallet,36986km,38143,63 %,26.09,81.511125,148 kmh,0,0,1200,SAVE10,60.0,1260.0,standard,INVALID,scratch on door,email test@gmail.com
RES-00202,C4043,CAR 22,Luxury,2026-02-02 06:31,2026-02-04 14:31,2026-02-08 18:31,bangalore,upi,90009km,89995,0.6,22.9575,82.8707,80,1,0,2000/day,,100.0,2100.0,standard,,scratch on door,good service
RES-00203,C7383, CAR-11,Economy,2026-01-09 06:17,2026-01-10 02:17,2026-01-17 00:17,Bengaluru,Card,76002km,77046km,0.1,14.76,85.9416,46,2,0,"₹ 1,500 /day",SAVE10,75.0,1575.0,premium,INVALID,Contact Rahul 9876543210,good service
RES-00204,C8061,CAR 15,Luxury,2026-02-25 11:48,26-02-2026 11:48,2026-02-27 13:48,Bengaluru,UPI,"12,878 km","13,093 km",0.20,20.566675,74.7,51,5,0,₹3000/day,SAVE10,150.0,3150.0,eco,DL12345,scratch on door,good service
RES-00205,C1202,CAR-10 ,Luxury,2026-02-13 15:05,15/02/2026 17:05,2026-02-19 08:05,blr,cash,"103,600km",104986km,0.2,25.46,80.599536,82,5,0,800,,40.0,840.0,eco,DL12345,scratch on door,email test@gmail.com
RES-00206,C5397,car-16,Economy,2026-03-06 14:43,2026-03-08 05:43:00,2026-03-11 05:43,mumbai,Card,37182,"38,703km",0.1,19.71,72.6839,125 kmh,5,0,1000,BOGUS99,50.0,1050.0,standard,,Contact Rahul 9876543210,
RES-00207,C4203,CAR-15,Compact,2026-02-20 17:30,2026/02/23 09:30,2026-02-26 04:30,Delhi,card,"107,307km","107,420 km",0.9,15.863107,77.84,161 kmh,0,0,₹1500/day,DISC15,,1575.0,premium,DL12345,scratch on door,email test@gmail.com
RES-00208,C5922,CAR 11,Compact,2026-02-12 01:24,12-02-2026 19:24,2026-02-17 13:24,HYD,upi,"33,402 km","33,202 km",13 %,24.7768,77.7889,158 kmh,1,1,2500/day,SAVE10,,2625.0,eco,,Contact Rahul 9876543210,good service
RES-00209,C7161,CAR-09 ,SUV,2026-02-18 16:18,2026-02-20 10:18:00,2026-02-23 04:18,blr,cash,56829km,"57,543km",0.8,19.98,79.027053,83,5,1,₹3000/day,SAVE10,150.0,3150.0,standard,INVALID,Contact Rahul 9876543210,
